id,parent_song,start,end,global_index,wav_path
S02_05,SSvid.net--Taylor-Swift-You-Belong-With-Me,10.170340136054422,12.051156462585034,37,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_05.wav
S02_06,SSvid.net--Taylor-Swift-You-Belong-With-Me,12.051156462585034,13.885532879818594,38,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_06.wav
S02_07,SSvid.net--Taylor-Swift-You-Belong-With-Me,13.885532879818594,15.719909297052155,39,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_07.wav
S02_08,SSvid.net--Taylor-Swift-You-Belong-With-Me,15.719909297052155,17.554285714285715,40,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_08.wav
S02_09,SSvid.net--Taylor-Swift-You-Belong-With-Me,17.554285714285715,19.4118820861678,41,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_09.wav
S02_10,SSvid.net--Taylor-Swift-You-Belong-With-Me,19.4118820861678,21.269478458049885,42,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_10.wav
S02_11,SSvid.net--Taylor-Swift-You-Belong-With-Me,21.269478458049885,23.103854875283446,43,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_11.wav
S02_12,SSvid.net--Taylor-Swift-You-Belong-With-Me,23.103854875283446,24.938231292517006,44,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_12.wav
S02_13,SSvid.net--Taylor-Swift-You-Belong-With-Me,24.938231292517006,26.79582766439909,45,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_13.wav
S02_14,SSvid.net--Taylor-Swift-You-Belong-With-Me,26.79582766439909,28.65342403628118,46,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_14.wav
S02_15,SSvid.net--Taylor-Swift-You-Belong-With-Me,28.65342403628118,30.48780045351474,47,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_15.wav
S02_16,SSvid.net--Taylor-Swift-You-Belong-With-Me,30.48780045351474,32.345396825396826,48,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_16.wav
S02_17,SSvid.net--Taylor-Swift-You-Belong-With-Me,32.345396825396826,34.17977324263038,49,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_17.wav
S02_18,SSvid.net--Taylor-Swift-You-Belong-With-Me,34.17977324263038,36.03736961451247,50,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_18.wav
S02_19,SSvid.net--Taylor-Swift-You-Belong-With-Me,36.03736961451247,37.871746031746035,51,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_19.wav
S02_20,SSvid.net--Taylor-Swift-You-Belong-With-Me,37.871746031746035,39.72934240362812,52,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_20.wav
S02_21,SSvid.net--Taylor-Swift-You-Belong-With-Me,39.72934240362812,41.56371882086168,53,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_21.wav
S02_22,SSvid.net--Taylor-Swift-You-Belong-With-Me,41.56371882086168,43.42131519274376,54,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_22.wav
S02_23,SSvid.net--Taylor-Swift-You-Belong-With-Me,43.42131519274376,45.255691609977326,55,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_23.wav
S02_24,SSvid.net--Taylor-Swift-You-Belong-With-Me,45.255691609977326,47.09006802721088,56,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_24.wav
S02_25,SSvid.net--Taylor-Swift-You-Belong-With-Me,47.09006802721088,48.94766439909297,57,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_25.wav
S02_26,SSvid.net--Taylor-Swift-You-Belong-With-Me,48.94766439909297,50.78204081632653,58,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_26.wav
S02_27,SSvid.net--Taylor-Swift-You-Belong-With-Me,50.78204081632653,52.63963718820862,59,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_27.wav
S02_28,SSvid.net--Taylor-Swift-You-Belong-With-Me,52.63963718820862,54.497233560090706,60,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_28.wav
S02_29,SSvid.net--Taylor-Swift-You-Belong-With-Me,54.497233560090706,56.35482993197279,61,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_29.wav
S02_30,SSvid.net--Taylor-Swift-You-Belong-With-Me,56.35482993197279,58.18920634920635,62,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_30.wav
S02_31,SSvid.net--Taylor-Swift-You-Belong-With-Me,58.18920634920635,60.02358276643991,63,database/audio_segments/SSvid.net--Taylor-Swift-You-Belong-With-Me_bar_31.wav
S03_00,gorila-315977,1.5789569160997732,3.0882539682539685,64,database/audio_segments/gorila-315977_bar_00.wav
S03_01,gorila-315977,3.0882539682539685,4.620770975056689,65,database/audio_segments/gorila-315977_bar_01.wav
S03_02,gorila-315977,4.620770975056689,6.130068027210885,66,database/audio_segments/gorila-315977_bar_02.wav
S03_03,gorila-315977,6.130068027210885,7.662585034013605,67,database/audio_segments/gorila-315977_bar_03.wav
S03_04,gorila-315977,7.662585034013605,9.1718820861678,68,database/audio_segments/gorila-315977_bar_04.wav
S03_05,gorila-315977,9.1718820861678,10.681179138321996,69,database/audio_segments/gorila-315977_bar_05.wav
S03_06,gorila-315977,10.681179138321996,12.213696145124716,70,database/audio_segments/gorila-315977_bar_06.wav
S03_07,gorila-315977,12.213696145124716,13.722993197278912,71,database/audio_segments/gorila-315977_bar_07.wav
S03_08,gorila-315977,13.722993197278912,15.255510204081633,72,database/audio_segments/gorila-315977_bar_08.wav
S03_09,gorila-315977,15.255510204081633,16.764807256235827,73,database/audio_segments/gorila-315977_bar_09.wav
S03_10,gorila-315977,16.764807256235827,18.297324263038547,74,database/audio_segments/gorila-315977_bar_10.wav
S03_11,gorila-315977,18.297324263038547,19.806621315192743,75,database/audio_segments/gorila-315977_bar_11.wav
S03_12,gorila-315977,19.806621315192743,21.31591836734694,76,database/audio_segments/gorila-315977_bar_12.wav
S03_13,gorila-315977,21.31591836734694,22.84843537414966,77,database/audio_segments/gorila-315977_bar_13.wav
S03_14,gorila-315977,22.84843537414966,24.357732426303855,78,database/audio_segments/gorila-315977_bar_14.wav
S03_15,gorila-315977,24.357732426303855,25.890249433106575,79,database/audio_segments/gorila-315977_bar_15.wav
S03_16,gorila-315977,25.890249433106575,27.39954648526077,80,database/audio_segments/gorila-315977_bar_16.wav
S03_17,gorila-315977,27.39954648526077,28.93206349206349,81,database/audio_segments/gorila-315977_bar_17.wav
S03_18,gorila-315977,28.93206349206349,30.441360544217687,82,database/audio_segments/gorila-315977_bar_18.wav
S03_19,gorila-315977,30.441360544217687,31.973877551020408,83,database/audio_segments/gorila-315977_bar_19.wav
S03_20,gorila-315977,31.973877551020408,33.45995464852608,84,database/audio_segments/gorila-315977_bar_20.wav
S03_21,gorila-315977,33.45995464852608,34.9924716553288,85,database/audio_segments/gorila-315977_bar_21.wav
S03_22,gorila-315977,34.9924716553288,36.501768707482995,86,database/audio_segments/gorila-315977_bar_22.wav
S03_23,gorila-315977,36.501768707482995,38.034285714285716,87,database/audio_segments/gorila-315977_bar_23.wav
S03_24,gorila-315977,38.034285714285716,39.566802721088436,88,database/audio_segments/gorila-315977_bar_24.wav
S03_25,gorila-315977,39.566802721088436,41.07609977324263,89,database/audio_segments/gorila-315977_bar_25.wav
S03_26,gorila-315977,41.07609977324263,42.60861678004535,90,database/audio_segments/gorila-315977_bar_26.wav
S03_27,gorila-315977,42.60861678004535,44.11791383219955,91,database/audio_segments/gorila-315977_bar_27.wav
S03_28,gorila-315977,44.11791383219955,45.65043083900227,92,database/audio_segments/gorila-315977_bar_28.wav
S03_29,gorila-315977,45.65043083900227,47.159727891156464,93,database/audio_segments/gorila-315977_bar_29.wav
S03_30,gorila-315977,47.159727891156464,48.6225850340136,94,database/audio_segments/gorila-315977_bar_30.wav
S03_31,gorila-315977,48.6225850340136,50.01578231292517,95,database/audio_segments/gorila-315977_bar_31.wav
S04_00,happy-birthday-357371,0.16253968253968254,2.716734693877551,96,database/audio_segments/happy-birthday-357371_bar_00.wav
S04_01,happy-birthday-357371,2.716734693877551,5.108390022675737,97,database/audio_segments/happy-birthday-357371_bar_01.wav
S04_02,happy-birthday-357371,5.108390022675737,7.523265306122449,98,database/audio_segments/happy-birthday-357371_bar_02.wav
S04_03,happy-birthday-357371,7.523265306122449,9.914920634920636,99,database/audio_segments/happy-birthday-357371_bar_03.wav
S04_04,happy-birthday-357371,9.914920634920636,12.329795918367347,100,database/audio_segments/happy-birthday-357371_bar_04.wav
S04_05,happy-birthday-357371,12.329795918367347,14.721451247165533,101,database/audio_segments/happy-birthday-357371_bar_05.wav
S04_06,happy-birthday-357371,14.721451247165533,17.11310657596372,102,database/audio_segments/happy-birthday-357371_bar_06.wav
S04_07,happy-birthday-357371,17.11310657596372,19.52798185941043,103,database/audio_segments/happy-birthday-357371_bar_07.wav
S04_08,happy-birthday-357371,19.52798185941043,21.91963718820862,104,database/audio_segments/happy-birthday-357371_bar_08.wav
S04_09,happy-birthday-357371,21.91963718820862,24.3112925170068,105,database/audio_segments/happy-birthday-357371_bar_09.wav
S04_10,happy-birthday-357371,24.3112925170068,26.726167800453513,106,database/audio_segments/happy-birthday-357371_bar_10.wav
S04_11,happy-birthday-357371,26.726167800453513,29.1178231292517,107,database/audio_segments/happy-birthday-357371_bar_11.wav
S04_12,happy-birthday-357371,29.1178231292517,31.509478458049887,108,database/audio_segments/happy-birthday-357371_bar_12.wav
S04_13,happy-birthday-357371,31.509478458049887,33.924353741496596,109,database/audio_segments/happy-birthday-357371_bar_13.wav
S04_14,happy-birthday-357371,33.924353741496596,36.31600907029478,110,database/audio_segments/happy-birthday-357371_bar_14.wav
S04_15,happy-birthday-357371,36.31600907029478,38.70766439909297,111,database/audio_segments/happy-birthday-357371_bar_15.wav
S04_16,happy-birthday-357371,38.70766439909297,41.12253968253968,112,database/audio_segments/happy-birthday-357371_bar_16.wav
S04_17,happy-birthday-357371,41.12253968253968,43.51419501133787,113,database/audio_segments/happy-birthday-357371_bar_17.wav
S04_18,happy-birthday-357371,43.51419501133787,45.92907029478458,114,database/audio_segments/happy-birthday-357371_bar_18.wav
S04_19,happy-birthday-357371,45.92907029478458,48.32072562358277,115,database/audio_segments/happy-birthday-357371_bar_19.wav
S04_20,happy-birthday-357371,48.32072562358277,50.712380952380954,116,database/audio_segments/happy-birthday-357371_bar_20.wav
S04_21,happy-birthday-357371,50.712380952380954,53.127256235827666,117,database/audio_segments/happy-birthday-357371_bar_21.wav
S04_22,happy-birthday-357371,53.127256235827666,55.51891156462585,118,database/audio_segments/happy-birthday-357371_bar_22.wav
S04_23,happy-birthday-357371,55.51891156462585,57.933786848072565,119,database/audio_segments/happy-birthday-357371_bar_23.wav
S04_24,happy-birthday-357371,57.933786848072565,60.32544217687075,120,database/audio_segments/happy-birthday-357371_bar_24.wav
S04_25,happy-birthday-357371,60.32544217687075,62.71709750566893,121,database/audio_segments/happy-birthday-357371_bar_25.wav
S04_26,happy-birthday-357371,62.71709750566893,65.10875283446713,122,database/audio_segments/happy-birthday-357371_bar_26.wav
S04_27,happy-birthday-357371,65.10875283446713,67.52362811791383,123,database/audio_segments/happy-birthday-357371_bar_27.wav
S04_28,happy-birthday-357371,67.52362811791383,69.91528344671202,124,database/audio_segments/happy-birthday-357371_bar_28.wav
S04_29,happy-birthday-357371,69.91528344671202,72.3069387755102,125,database/audio_segments/happy-birthday-357371_bar_29.wav
S04_30,happy-birthday-357371,72.3069387755102,74.72181405895692,126,database/audio_segments/happy-birthday-357371_bar_30.wav
S04_31,happy-birthday-357371,74.72181405895692,77.1134693877551,127,database/audio_segments/happy-birthday-357371_bar_31.wav
S05_00,hype-drill-music-438398,9.496961451247165,11.215238095238096,128,database/audio_segments/hype-drill-music-438398_bar_00.wav
S05_01,hype-drill-music-438398,11.215238095238096,12.933514739229025,129,database/audio_segments/hype-drill-music-438398_bar_01.wav
S05_02,hype-drill-music-438398,12.933514739229025,14.651791383219955,130,database/audio_segments/hype-drill-music-438398_bar_02.wav
S05_03,hype-drill-music-438398,14.651791383219955,16.34684807256236,131,database/audio_segments/hype-drill-music-438398_bar_03.wav
S05_04,hype-drill-music-438398,16.34684807256236,18.06512471655329,132,database/audio_segments/hype-drill-music-438398_bar_04.wav
S05_05,hype-drill-music-438398,18.06512471655329,19.783401360544218,133,database/audio_segments/hype-drill-music-438398_bar_05.wav
S05_06,hype-drill-music-438398,19.783401360544218,21.501678004535147,134,database/audio_segments/hype-drill-music-438398_bar_06.wav
S05_07,hype-drill-music-438398,21.501678004535147,23.219954648526077,135,database/audio_segments/hype-drill-music-438398_bar_07.wav
S05_08,hype-drill-music-438398,23.219954648526077,24.91501133786848,136,database/audio_segments/hype-drill-music-438398_bar_08.wav
S05_09,hype-drill-music-438398,24.91501133786848,26.656507936507936,137,database/audio_segments/hype-drill-music-438398_bar_09.wav
S05_10,hype-drill-music-438398,26.656507936507936,28.328344671201815,138,database/audio_segments/hype-drill-music-438398_bar_10.wav
S05_11,hype-drill-music-438398,28.328344671201815,30.046621315192745,139,database/audio_segments/hype-drill-music-438398_bar_11.wav
S05_12,hype-drill-music-438398,30.046621315192745,31.764897959183674,140,database/audio_segments/hype-drill-music-438398_bar_12.wav
S05_13,hype-drill-music-438398,31.764897959183674,33.483174603174604,141,database/audio_segments/hype-drill-music-438398_bar_13.wav
S05_14,hype-drill-music-438398,33.483174603174604,35.20145124716553,142,database/audio_segments/hype-drill-music-438398_bar_14.wav
S05_15,hype-drill-music-438398,35.20145124716553,36.89650793650794,143,database/audio_segments/hype-drill-music-438398_bar_15.wav
S05_16,hype-drill-music-438398,36.89650793650794,38.638004535147395,144,database/audio_segments/hype-drill-music-438398_bar_16.wav
S05_17,hype-drill-music-438398,38.638004535147395,40.35628117913832,145,database/audio_segments/hype-drill-music-438398_bar_17.wav
S05_18,hype-drill-music-438398,40.35628117913832,42.05133786848072,146,database/audio_segments/hype-drill-music-438398_bar_18.wav
S05_19,hype-drill-music-438398,42.05133786848072,43.769614512471655,147,database/audio_segments/hype-drill-music-438398_bar_19.wav
S05_20,hype-drill-music-438398,43.769614512471655,45.48789115646259,148,database/audio_segments/hype-drill-music-438398_bar_20.wav
S05_21,hype-drill-music-438398,45.48789115646259,47.206167800453514,149,database/audio_segments/hype-drill-music-438398_bar_21.wav
S05_22,hype-drill-music-438398,47.206167800453514,48.901224489795915,150,database/audio_segments/hype-drill-music-438398_bar_22.wav
S05_23,hype-drill-music-438398,48.901224489795915,50.61950113378685,151,database/audio_segments/hype-drill-music-438398_bar_23.wav
S05_24,hype-drill-music-438398,50.61950113378685,52.33777777777778,152,database/audio_segments/hype-drill-music-438398_bar_24.wav
S05_25,hype-drill-music-438398,52.33777777777778,54.05605442176871,153,database/audio_segments/hype-drill-music-438398_bar_25.wav
S05_26,hype-drill-music-438398,54.05605442176871,55.77433106575964,154,database/audio_segments/hype-drill-music-438398_bar_26.wav
S05_27,hype-drill-music-438398,55.77433106575964,57.492607709750565,155,database/audio_segments/hype-drill-music-438398_bar_27.wav
S05_28,hype-drill-music-438398,57.492607709750565,59.187664399092974,156,database/audio_segments/hype-drill-music-438398_bar_28.wav
S05_29,hype-drill-music-438398,59.187664399092974,60.929160997732424,157,database/audio_segments/hype-drill-music-438398_bar_29.wav
S05_30,hype-drill-music-438398,60.929160997732424,62.62421768707483,158,database/audio_segments/hype-drill-music-438398_bar_30.wav
S05_31,hype-drill-music-438398,62.62421768707483,64.34249433106577,159,database/audio_segments/hype-drill-music-438398_bar_31.wav
S06_00,retro-lounge-389644,0.11609977324263039,2.066575963718821,160,database/audio_segments/retro-lounge-389644_bar_00.wav
S06_01,retro-lounge-389644,2.066575963718821,4.08671201814059,161,database/audio_segments/retro-lounge-389644_bar_01.wav
S06_02,retro-lounge-389644,4.08671201814059,6.060408163265306,162,database/audio_segments/retro-lounge-389644_bar_02.wav
S06_03,retro-lounge-389644,6.060408163265306,8.010884353741497,163,database/audio_segments/retro-lounge-389644_bar_03.wav
S06_04,retro-lounge-389644,8.010884353741497,10.054240362811791,164,database/audio_segments/retro-lounge-389644_bar_04.wav
S06_05,retro-lounge-389644,10.054240362811791,12.097596371882085,165,database/audio_segments/retro-lounge-389644_bar_05.wav
S06_06,retro-lounge-389644,12.097596371882085,14.164172335600908,166,database/audio_segments/retro-lounge-389644_bar_06.wav
S06_07,retro-lounge-389644,14.164172335600908,16.300408163265306,167,database/audio_segments/retro-lounge-389644_bar_07.wav
S06_08,retro-lounge-389644,16.300408163265306,18.390204081632653,168,database/audio_segments/retro-lounge-389644_bar_08.wav
S06_09,retro-lounge-389644,18.390204081632653,20.48,169,database/audio_segments/retro-lounge-389644_bar_09.wav
S06_10,retro-lounge-389644,20.48,22.54657596371882,170,database/audio_segments/retro-lounge-389644_bar_10.wav
S06_11,retro-lounge-389644,22.54657596371882,24.659591836734695,171,database/audio_segments/retro-lounge-389644_bar_11.wav
S06_12,retro-lounge-389644,24.659591836734695,26.749387755102042,172,database/audio_segments/retro-lounge-389644_bar_12.wav
S06_13,retro-lounge-389644,26.749387755102042,28.83918367346939,173,database/audio_segments/retro-lounge-389644_bar_13.wav
S06_14,retro-lounge-389644,28.83918367346939,30.905759637188208,174,database/audio_segments/retro-lounge-389644_bar_14.wav
S06_15,retro-lounge-389644,30.905759637188208,32.995555555555555,175,database/audio_segments/retro-lounge-389644_bar_15.wav
S06_16,retro-lounge-389644,32.995555555555555,35.085351473922906,176,database/audio_segments/retro-lounge-389644_bar_16.wav
S06_17,retro-lounge-389644,35.085351473922906,37.17514739229025,177,database/audio_segments/retro-lounge-389644_bar_17.wav
S06_18,retro-lounge-389644,37.17514739229025,39.2649433106576,178,database/audio_segments/retro-lounge-389644_bar_18.wav
S06_19,retro-lounge-389644,39.2649433106576,41.35473922902494,179,database/audio_segments/retro-lounge-389644_bar_19.wav
S06_20,retro-lounge-389644,41.35473922902494,43.44453514739229,180,database/audio_segments/retro-lounge-389644_bar_20.wav
S06_21,retro-lounge-389644,43.44453514739229,45.53433106575964,181,database/audio_segments/retro-lounge-389644_bar_21.wav
S06_22,retro-lounge-389644,45.53433106575964,47.62412698412698,182,database/audio_segments/retro-lounge-389644_bar_22.wav
S06_23,retro-lounge-389644,47.62412698412698,49.71392290249433,183,database/audio_segments/retro-lounge-389644_bar_23.wav
S06_24,retro-lounge-389644,49.71392290249433,51.78049886621315,184,database/audio_segments/retro-lounge-389644_bar_24.wav
S06_25,retro-lounge-389644,51.78049886621315,53.8702947845805,185,database/audio_segments/retro-lounge-389644_bar_25.wav
S06_26,retro-lounge-389644,53.8702947845805,55.93687074829932,186,database/audio_segments/retro-lounge-389644_bar_26.wav
S06_27,retro-lounge-389644,55.93687074829932,58.026666666666664,187,database/audio_segments/retro-lounge-389644_bar_27.wav
S06_28,retro-lounge-389644,58.026666666666664,60.13968253968254,188,database/audio_segments/retro-lounge-389644_bar_28.wav
S06_29,retro-lounge-389644,60.13968253968254,62.20625850340136,189,database/audio_segments/retro-lounge-389644_bar_29.wav
S06_30,retro-lounge-389644,62.20625850340136,64.2960544217687,190,database/audio_segments/retro-lounge-389644_bar_30.wav
S06_31,retro-lounge-389644,64.2960544217687,66.38585034013606,191,database/audio_segments/retro-lounge-389644_bar_31.wav
S07_00,sweet-life-luxury-chill-438146,2.043356009070295,3.9938321995464854,192,database/audio_segments/sweet-life-luxury-chill-438146_bar_00.wav
S07_01,sweet-life-luxury-chill-438146,3.9938321995464854,5.9675283446712015,193,database/audio_segments/sweet-life-luxury-chill-438146_bar_01.wav
S07_02,sweet-life-luxury-chill-438146,5.9675283446712015,7.9412244897959186,194,database/audio_segments/sweet-life-luxury-chill-438146_bar_02.wav
S07_03,sweet-life-luxury-chill-438146,7.9412244897959186,9.914920634920636,195,database/audio_segments/sweet-life-luxury-chill-438146_bar_03.wav
S07_04,sweet-life-luxury-chill-438146,9.914920634920636,11.865396825396825,196,database/audio_segments/sweet-life-luxury-chill-438146_bar_04.wav
S07_05,sweet-life-luxury-chill-438146,11.865396825396825,13.839092970521541,197,database/audio_segments/sweet-life-luxury-chill-438146_bar_05.wav
S07_06,sweet-life-luxury-chill-438146,13.839092970521541,15.81278911564626,198,database/audio_segments/sweet-life-luxury-chill-438146_bar_06.wav
S07_07,sweet-life-luxury-chill-438146,15.81278911564626,17.76326530612245,199,database/audio_segments/sweet-life-luxury-chill-438146_bar_07.wav
S07_08,sweet-life-luxury-chill-438146,17.76326530612245,19.736961451247165,200,database/audio_segments/sweet-life-luxury-chill-438146_bar_08.wav
S07_09,sweet-life-luxury-chill-438146,19.736961451247165,21.71065759637188,201,database/audio_segments/sweet-life-luxury-chill-438146_bar_09.wav
S07_10,sweet-life-luxury-chill-438146,21.71065759637188,23.661133786848072,202,database/audio_segments/sweet-life-luxury-chill-438146_bar_10.wav
